"","businessID","zip","businessName","city","lat","long","averageReviewBusiness","reviewCountBusiness","isOpen","percAsian","percBlack","percWhite","percHispanic","percNHW","zipPopulation","zipYouthPopulation","medianIncome","percBachelors","avgReviewStars","avgUserPastReview","avgDaysSinceJoined","sumUsefulRev","sumFunny","sumCool","sumUserReviews","sumUsefulUser","sumFunnyUser","sumCoolUser","sumFans","sumHotComp","sumMoreComp","sumProfileComp","sumCuteComp","sumListComp","sumNoteComp","sumPlainComp","sumCoolComp","sumFunnyComp","sumWriterComp","sumPhotoComp"
"1129","5RRfUPmRboHNydASWEnANw",85395,"""""""""""""""""Red Robin Gourmet Burgers""""""""""""""""","Goodyear",33.464,-112.3728,3,109,1,6.9199,7.1865,69.4947,23.3091,57.6483,30752,10.344,87968,20.1307,2.9375,3.264375,725.25,11,4,5,1330,4571,203,305,117,137,25,8,3,0,104,107,237,237,101,50
"1130","5RZt_9lrBSNDuzCyV1zPMw",85210,"""""""""""""""""Good Guys Seafood""""""""""""""""","Mesa",33.39284,-111.8423,3.5,33,0,2.799,4.9734,56.9105,49.494,34.6318,37942,12.5323,46173,11.538,2.75,3.1025,989,13,4,5,767,2695,1059,2011,126,485,18,10,12,15,157,653,533,533,210,196
"1131","5S4qWTntF4S-JNTbPNyYPw",85296,"""""""""""""""""Bold Roost Espresso Bar and Cafe""""""""""""""""","Gilbert",33.32347,-111.7205,4,128,1,5.9923,4.0738,78.3406,16.2776,68.4415,40135,8.2621,103068,24.7709,3.92857142857143,3.67928571428571,956.928571428571,8,1,4,236,54,6,8,4,1,2,0,0,0,6,10,1,1,5,6
"1132","5SEwzlWlrxSVyZx3IgXwLg",85251,"""""""""""""""""Marcella's Italian Kitchen""""""""""""""""","Scottsdale",33.50259,-111.9297,3,58,0,2.6717,3.0171,82.264,17.2415,71.9463,38216,10.3622,63576,27.8518,3.6,3.834,296,8,4,5,1155,11263,2949,8917,107,682,21,16,18,9,312,862,814,814,153,31
"1133","5sqC0kX6lBvKR983T_EBcg",85016,"""""""""""""""""Cafe Rio Mexican Grill""""""""""""""""","Phoenix",33.50877,-112.0356,3,227,1,3.3465,5.5353,67.1111,31.558,51.0091,38697,8.042,53950,23.5595,2.36363636363636,3.19590909090909,950.818181818182,15,24,5,1219,475,331,287,87,205,14,3,11,7,76,182,132,132,69,8
"1134","5sTFevXhGx01eLT4wF7Urg",85254,"""""""""""""""""Tanzy""""""""""""""""","Scottsdale",33.62442,-111.9238,3.5,316,1,5.9485,1.7196,87.2599,6.3632,82.948,50651,6.6593,112858,33.6723,3.57575757575758,3.87393939393939,778.757575757576,43,12,17,10234,23434,18833,39526,822,1209,164,107,33,17,748,2398,2319,2319,759,972
"1135","5T6Binl4ayX1qJ5RD7Xu_g",85226,"""""""""""""""""Five Guys""""""""""""""""","Chandler",33.30521,-111.9,3,61,1,11.8318,4.9183,71.9407,15.2458,62.6413,40949,9.6828,94685,27.7347,2.83333333333333,3.49666666666667,888.166666666667,7,7,3,707,111,30,47,14,4,1,2,0,0,13,13,15,15,9,1
"1136","5ThWWKOHkBcSV-EnLHQ9Mg",85345,"""""""""""""""""Don's NY Pizza""""""""""""""""","Peoria",33.57997,-112.2218,4.5,101,1,2.8422,5.1802,69.0873,33.7789,52.0069,58125,9.8443,60493,9.3273,4.5,4.07357142857143,1362.92857142857,18,6,7,1192,237,91,71,40,28,4,5,0,0,70,34,58,58,27,5
"1137","5ts_r4K6y103zNXt0k6nEg",85302,"""""""""""""""""Manuel's Mexican Restaurant & Cantina""""""""""""""""","Glendale",33.58231,-112.1807,3.5,110,1,4.7979,7.7594,66.1845,30.5965,50.8103,40789,11.0177,54897,13.3726,3.33333333333333,3.86083333333333,768.166666666667,9,6,6,695,297,127,103,34,90,10,1,9,6,29,38,75,75,10,16
"1138","5TXQxcwEfqzBDbMq2zmBPQ",85226,"""""""""""""""""Verona Chophouse""""""""""""""""","Chandler",33.29071,-111.9457,4,55,0,11.8318,4.9183,71.9407,15.2458,62.6413,40949,9.6828,94685,27.7347,2,3.8925,216,8,2,0,144,16,2,1,3,1,1,0,1,0,1,3,3,3,1,0
"1139","5U4u8I0nSbHrL5eagLvktA",85004,"""""""""""""""""Phoenix Pizza Festival""""""""""""""""","Phoenix",33.46168,-112.0704,3.5,7,1,2.4009,11.5211,61.1505,34.3055,45.0854,6206,26.5549,38311,17.3162,4,3.995,2339,4,1,4,492,502,107,288,74,23,10,0,0,0,36,93,93,93,75,39
"1140","5UaVi_cwnoAvIBp0g4aF2Q",85007,"""""""""""""""""Birria Estilo Michoacan""""""""""""""""","Phoenix",33.45796,-112.0916,4,5,0,1.8551,13.6449,48.4455,54.851,24.0708,15471,9.6697,34712,11.8223,3.5,3.735,1058.5,3,0,1,546,86,30,27,37,12,12,4,1,1,50,39,32,32,17,13
"1141","5UCUIK-O6m7tSpi02B6F5g",85032,"""""""""""""""""Oasis Raspados""""""""""""""""","Phoenix",33.62764,-112.0117,4.5,17,1,3.4399,3.1957,76.1142,26.604,61.6534,72880,9.2508,63344,19.8277,4.5,3.5,1148,0,0,0,9,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1142","5UkLNg3kgxwPBNO6oz5l3Q",85207,"""""""""""""""""B's Fiesta Kitchen""""""""""""""""","Mesa",33.43648,-111.6308,4,33,1,2.2334,2.2524,85.331,14.8885,76.5558,47372,7.2807,89006,20.5737,4.66666666666667,3.27,962.666666666667,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143","5VXsbrqyJx0a4iaa43RNFA",85296,"""""""""""""""""Over Easy""""""""""""""""","Gilbert",33.33494,-111.7851,3.5,225,1,5.9923,4.0738,78.3406,16.2776,68.4415,40135,8.2621,103068,24.7709,3.24,3.4764,662.8,18,5,7,568,290,78,39,16,6,7,0,0,0,40,21,16,16,6,6
"1144","5wFIiyjn7-UDd62mPSNOcw",85048,"""""""""""""""""Burger King""""""""""""""""","Phoenix",33.30488,-111.9995,2.5,7,0,8.3555,5.4155,76.8747,12.2916,68.8978,37245,7.9796,111365,32.8834,1,3.68,127,4,2,1,138,9,3,6,9,4,2,0,0,1,13,6,13,13,4,6
"1145","5WhDd9MnacntXYURmvgMZA",85301,"""""""""""""""""Asian Garden Express""""""""""""""""","Glendale",33.55157,-112.1779,4,37,1,2.1697,8.8787,47.7735,61.957,19.9377,66091,11.5931,34365,5.4694,5,4.14,543.5,1,0,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1146","5WtKBzHv1mL2-w1wcz3kpw",85024,"""""""""""""""""Federicos Mexican Food""""""""""""""""","Phoenix",33.67114,-112.0315,3,58,1,4.2745,2.8176,84.1461,11.9928,76.4921,24915,8.6534,80371,25.6981,2.4,3.63,432.8,12,8,9,429,234,228,231,16,16,7,3,4,0,22,18,18,18,7,6
"1147","5X7TQsA3iDbBc8yy2YkCnA",85250,"""""""""""""""""Blimpie""""""""""""""""","Scottsdale",33.53854,-111.8802,4.5,19,1,2.5985,1.4794,89.7642,7.337,84.8346,18318,6.3653,77969,27.968,5,3.3725,2092.75,0,0,0,536,62,42,14,15,47,2,1,1,0,22,15,33,33,24,0
"1148","5xCeuEI7Einoi5xYsNuDCQ",85012,"""""""""""""""""Applebee's Neighborhood Grill & Bar""""""""""""""""","Phoenix",33.50961,-112.0734,2.5,129,1,3.2798,6.2247,75.7292,18.8555,65.485,7165,8.2205,64645,26.1561,2.6875,3.615625,613.8125,5,4,3,1044,647,249,620,67,112,5,10,6,0,75,317,243,243,49,67
"1149","5XejqzaFmtkZMstJS5Iy-w",85013,"""""""""""""""""D'Lish Cafe""""""""""""""""","Phoenix",33.4803,-112.0806,4,37,0,3.6428,8.4916,69.0537,25.7737,54.3978,20067,8.2723,54131,22.4087,2.8,4.012,963,13,6,7,1132,856,764,755,76,340,25,8,21,4,170,400,445,445,83,40
"1150","5XIIUcmBADuz1h8W0QztVQ",85043,"""""""""""""""""Panda Express""""""""""""""""","Phoenix",33.42346,-112.225,3,20,1,2.5081,10.0602,43.6249,71.6212,9.3938,32415,10.9024,49229,11.2354,3,2.905,168,3,0,0,44,15,2,1,1,0,1,0,0,0,1,1,0,0,0,1
"1151","5Xzjb7ATQHCozQGedQTiyA",85281,"""""""""""""""""Sacks Sandwiches - ASU""""""""""""""""","Tempe",33.4198,-111.939,3.5,42,1,8.0623,6.266,64.565,25.9971,51.8617,64188,42.7354,38964,22.7954,3,3.57333333333333,178.333333333333,2,0,2,176,122,34,53,6,4,3,0,0,0,4,7,5,5,4,0
"1152","5ykOWYZ44sUvu9qxD8rPeg",85254,"""""""""""""""""Il Bosco Pizza""""""""""""""""","Scottsdale",33.58317,-111.9274,4.5,311,1,5.9485,1.7196,87.2599,6.3632,82.948,50651,6.6593,112858,33.6723,4.75,4.0959375,1047.9375,30,7,12,2480,2269,2344,2176,254,254,37,23,11,18,320,427,465,465,191,40
"1153","5YKRcvDRdXQBkuL54B_-MQ",85331,"""""""""""""""""Firecreek Coffee""""""""""""""""","Cave Creek",33.8321,-111.9409,4.5,16,0,2.1596,0.8904,92.5211,5.9472,88.3115,30098,4.2827,113114,34.7964,4,4.385,412,2,0,1,71,2,1,1,2,2,0,0,0,0,0,1,0,0,1,0
"1154","5z-kd3h50BnaE1Ee8GV5bg",85032,"""""""""""""""""Lim's Chinese Buffet""""""""""""""""","Phoenix",33.62687,-112.0298,3,49,1,3.4399,3.1957,76.1142,26.604,61.6534,72880,9.2508,63344,19.8277,2.875,3.70875,759.75,6,4,2,301,55,25,10,19,12,6,1,0,0,10,10,22,22,17,0
"1155","5zHi8eQhO7sO3N15zHgkUg",85003,"""""""""""""""""Even Stevens Sandwiches""""""""""""""""","Phoenix",33.45107,-112.0747,4,146,1,3.2641,10.7852,60.1917,38.4045,41.6457,8762,19.7444,41691,20.2221,4.36842105263158,3.95421052631579,1096.15789473684,18,4,13,718,230,95,136,46,20,2,0,0,0,26,30,47,47,43,13
"1156","5zk3LxFzijmY2JipVZ7Xdg",85353,"""""""""""""""""Blossom Asian Cuisine""""""""""""""""","Tolleson",33.4233,-112.2405,4,143,1,3.2866,10.8111,47.6333,67.9426,11.845,35112,11.1757,58014,9.3858,4.26666666666667,3.906,694.933333333333,10,2,3,849,114,29,20,37,12,3,3,4,0,28,26,13,13,16,4
"1157","5ZkBnLjuedyk5rRRT6W5cg",85395,"""""""""""""""""Hayashi Hibachi""""""""""""""""","Goodyear",33.46339,-112.3587,3,169,1,6.9199,7.1865,69.4947,23.3091,57.6483,30752,10.344,87968,20.1307,2.82352941176471,3.68588235294118,834.764705882353,28,10,6,474,364,98,94,22,7,3,0,0,0,17,28,7,7,10,3
"1158","5zmbQdDzvSOMKmYywNj7xQ",85250,"""""""""""""""""Domino's Pizza""""""""""""""""","Scottsdale",33.53705,-111.9067,3,14,1,2.5985,1.4794,89.7642,7.337,84.8346,18318,6.3653,77969,27.968,3,3.09333333333333,208,0,0,0,30,32,1,3,0,0,0,0,0,0,0,1,0,0,0,0
"1159","5zRZ-h3iEXzjyad8gox39w",85255,"""""""""""""""""Chipotle Mexican Grill""""""""""""""""","Scottsdale",33.67624,-111.9239,3,36,1,5.0014,1.4558,90.0477,4.6037,86.6275,41488,3.7746,132366,34.6598,4,4.055,1005.75,1,1,2,595,701,296,162,24,49,5,1,0,0,13,17,33,33,16,2
"1160","6-gL3PfW1L_hAbH56LXqJQ",85308,"""""""""""""""""Il Primo Pizza & Wings""""""""""""""""","Glendale",33.63708,-112.2016,3.5,60,1,5.5721,2.8961,82.8933,12.1119,75.4883,72235,9.2047,89010,22.9104,2.25,3.14,527.75,1,0,0,506,60,20,35,15,8,2,0,0,0,16,19,9,9,7,2
"1161","6-VJLO3Phc8uenJaLH54Og",85381,"""""""""""""""""Tacos Calafia""""""""""""""""","Peoria",33.61038,-112.2367,4.5,27,1,4.2839,3.6438,82.4628,15.454,72.6942,26401,10.1663,86115,20.1247,2,4,919,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162","6-ZXctu-Duee3rGY3lC-uQ",85281,"""""""""""""""""Mandi House""""""""""""""""","Tempe",33.41456,-111.9109,4,47,1,8.0623,6.266,64.565,25.9971,51.8617,64188,42.7354,38964,22.7954,3.5,3.06,658,0,2,2,47,44,4,2,0,0,0,0,0,0,1,2,0,0,0,0
"1163","6_JqE5olfHoz1T_m96G85g",85225,"""""""""""""""""Bourbon Jacks""""""""""""""""","Chandler",33.30207,-111.8419,4,159,1,5.6195,6.0246,62.3873,38.7603,43.2243,75291,10.5444,70098,18.1929,4.25,3.745,919.25,22,6,8,1048,693,157,143,80,34,5,0,1,1,57,52,91,91,36,40
"1164","6_kSCuQP5U4W8SfD8VVNZA",85258,"""""""""""""""""Shish Kabobs & Gyros""""""""""""""""","Scottsdale",33.57417,-111.9048,4.5,110,1,3.4656,1.3265,91.6467,4.557,88.3365,25104,4.1587,89237,31.622,4.6,3.61533333333333,1277.06666666667,13,4,14,3542,4481,2007,2803,150,245,35,7,11,12,293,386,230,230,67,35
"1165","6_lNZXYsz0SIOakNyBF0zQ",85281,"""""""""""""""""Brosenbrus Cafe""""""""""""""""","Tempe",33.41483,-111.9254,4,44,0,8.0623,6.266,64.565,25.9971,51.8617,64188,42.7354,38964,22.7954,3.75,3.895,427.5,3,2,2,527,30,4,1,46,13,8,2,2,0,15,13,17,17,9,9
"1166","60qcZ_mzu-IP82GtANZ6lw",85338,"""""""""""""""""Samurai Asian Bistro""""""""""""""""","Goodyear",33.45015,-112.3426,4,80,1,3.4948,7.8028,65.6887,34.7988,48.1609,46355,8.532,85311,18.9178,4.33333333333333,3.87222222222222,723,6,2,4,507,83,9,6,9,4,3,1,0,0,8,10,5,5,5,1
"1167","617wOC5iiA17lw4t_W9Saw",85021,"""""""""""""""""McDonald's""""""""""""""""","Phoenix",33.55274,-112.1006,3,17,1,4.1063,7.9683,61.8538,34.1806,45.4655,40523,11.2775,45778,17.5684,2.33333333333333,3.85666666666667,1417.66666666667,4,4,3,1593,6531,5819,5969,121,418,31,11,5,6,256,512,520,520,170,36
"1168","62C_hjU5GnsTyGTa_AxhrA",85233,"""""""""""""""""WinCo Foods""""""""""""""""","Gilbert",33.37419,-111.8403,3.5,50,1,7.9519,4.1452,74.8702,18.2646,64.5963,43713,9.4091,95647,24.3032,4,3.66,852,3,2,0,187,473,285,203,16,18,0,4,2,0,14,39,34,34,15,9
"1169","62HlThvB9Rm2QFu_OdXe7w",85006,"""""""""""""""""Rice Paper""""""""""""""""","Phoenix",33.47199,-112.0648,3.5,443,0,1.0438,5.8985,47.805,70.5562,15.4241,28838,10.3579,22962,9.1773,3.68888888888889,3.75911111111111,656.977777777778,44,13,24,8019,25619,14281,23135,1143,1787,125,121,244,99,1371,3680,2516,2516,634,325
"1170","62HZvu4RyAnhRswWn3e7qA",85281,"""""""""""""""""Haiku Grill""""""""""""""""","Tempe",33.44235,-111.9555,3,44,1,8.0623,6.266,64.565,25.9971,51.8617,64188,42.7354,38964,22.7954,4,4.5,60,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1171","63bHLJUomC22Xdm3IjgBtw",85022,"""""""""""""""""Krua Thai Cuisine""""""""""""""""","Phoenix",33.64077,-112.0501,4,308,1,3.6824,4.3558,78.6963,18.3966,68.8843,51977,9.8178,64850,19.6762,4.03225806451613,3.85967741935484,776.161290322581,17,10,6,1628,353,150,104,51,33,14,2,0,0,46,69,35,35,40,10
"1172","64dfRmMmUsOdLnkBOtzp4w",85013,"""""""""""""""""Gallo Blanco""""""""""""""""","Phoenix",33.49112,-112.0791,4,893,0,3.6428,8.4916,69.0537,25.7737,54.3978,20067,8.2723,54131,22.4087,3.95294117647059,3.83705882352941,689.223529411765,84,28,44,9053,44479,4950,2688,529,497,85,53,43,20,368,699,749,749,303,76
"1173","655WnFHtnVeC1jj3wsREVA",85253,"""""""""""""""""Sprouts""""""""""""""""","Phoenix",33.53725,-111.9638,4,12,1,4.937,1.3343,90.0512,4.6008,86.7635,18736,5.4761,140185,37.4617,4.5,3.155,34,1,0,0,1511,1147,326,218,99,147,37,22,20,11,105,226,248,248,50,47
"1174","65f0pXB1bSwHH1Pi7kkryw",85281,"""""""""""""""""Bio Bistro""""""""""""""""","Tempe",33.42032,-111.9286,2.5,9,1,8.0623,6.266,64.565,25.9971,51.8617,64188,42.7354,38964,22.7954,2,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1175","65IpGk7kDCsAbphNtQJJRw",85301,"""""""""""""""""Pizza Old Roma""""""""""""""""","Glendale",33.53873,-112.1832,4,51,1,2.1697,8.8787,47.7735,61.957,19.9377,66091,11.5931,34365,5.4694,3.5,3.94166666666667,731.833333333333,2,3,1,841,1915,2644,2234,116,144,12,6,3,1,170,440,358,358,128,18
"1176","65kCKrnO3SulNYEen0itGg",85022,"""""""""""""""""Isa's Pizza""""""""""""""""","Phoenix",33.6071,-112.0634,4,102,1,3.6824,4.3558,78.6963,18.3966,68.8843,51977,9.8178,64850,19.6762,4.2,3.974,921.9,4,8,1,502,711,177,741,9,3,1,1,0,1,17,21,14,14,5,1
"1177","65r0LP3I5sWH-1HXM6eQAg",85284,"""""""""""""""""Burger King""""""""""""""""","Tempe",33.34922,-111.9575,2,19,1,9.0143,2.4836,82.1543,9.8681,75.0139,18038,7.5784,144267,34.7668,1,3.69,72,3,2,1,58,44,12,10,5,10,3,0,3,0,28,22,14,14,2,2
"1178","66EYUS3iichq-Gn6KjgX2A",85051,"""""""""""""""""Filiberto's Mexican Food""""""""""""""""","Phoenix",33.58046,-112.1205,2,15,1,4.627,7.0732,59.2196,40.5432,40.2606,46358,10.4923,47863,11.1103,2,3.745,1278,0,0,0,49,160,77,29,3,0,1,1,0,0,2,0,0,0,0,0
"1179","66MT1BxbarD_0CzkwQ1--A",85204,"""""""""""""""""R.T. O'Sullivan's""""""""""""""""","Mesa",33.38502,-111.8061,2.5,41,0,2.0751,3.4308,64.8847,45.3499,42.7349,67418,11.5118,52719,11.7137,2.4,3.46,1034.2,24,9,5,664,3874,183,1645,22,3,5,0,0,0,29,14,11,11,5,2
"1180","67Dl9MQcSUNU0OqgsaFs_w",85306,"""""""""""""""""Pullano's Pizza & Wings""""""""""""""""","Glendale",33.61162,-112.1685,4,221,1,4.0175,3.9007,79.2078,16.5976,70.2985,26534,10.8766,67251,13.2885,4.03571428571429,3.85107142857143,725.642857142857,19,5,6,2642,3101,630,1377,175,101,20,16,5,5,185,246,166,166,98,41
"1181","67ebdi7bAH6YDfnNHL8xYw",85339,"""""""""""""""""JJ's Grubb Shack N Liquor""""""""""""""""","Laveen Village",33.39239,-112.1533,4,14,1,8.2033,18.198,41.6903,40.455,22.3422,39911,8.5766,77806,16.6171,4.33333333333333,2.95333333333333,206.333333333333,4,2,0,27,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1182","67sq73gTdgHN0atGtIgDtA",85029,"""""""""""""""""Great Wall Buffet""""""""""""""""","Phoenix",33.58236,-112.1499,2,24,0,3.5385,5.4435,67.2694,32.3222,52.004,47506,11.1775,53359,12.5735,1,3.72,150,4,4,2,172,410,203,201,15,129,5,2,6,0,33,79,105,105,13,0
"1183","67uv5149jmJTYt14pm6IcQ",85003,"""""""""""""""""Sonoma Casual Dining""""""""""""""""","Phoenix",33.44984,-112.351,2.5,15,0,3.2641,10.7852,60.1917,38.4045,41.6457,8762,19.7444,41691,20.2221,2,3.22,102,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1184","67X6JB3kvZ2B_p8pucgNXA",85054,"""""""""""""""""Kona Grill""""""""""""""""","Phoenix",33.67681,-111.9666,3.5,296,1,5.9704,3.3546,84.9241,7.528,79.6126,5008,8.3067,89699,35.332,3.45833333333333,3.98166666666667,1130.41666666667,8,2,2,2667,2881,1068,1092,84,34,19,13,4,0,84,83,92,92,53,5
"1185","67zCgILB2h6JoSvFabVe7g",85251,"""""""""""""""""AZ88""""""""""""""""","Scottsdale",33.49275,-111.9229,4,625,1,2.6717,3.0171,82.264,17.2415,71.9463,38216,10.3622,63576,27.8518,4.02898550724638,3.86536231884058,782.275362318841,78,46,52,14702,15922,10674,10650,1249,2446,257,179,109,67,1449,3177,3405,3405,1263,682
"1186","68O06rHoYy-7IH04I2OEXg",85335,"""""""""""""""""Mario's Pizza""""""""""""""""","El Mirage",33.61023,-112.3413,4,86,1,2.1319,7.2506,57.3596,47.1938,37.1466,36259,9.3411,55024,10.1853,3.44444444444444,3.20666666666667,880.222222222222,13,1,3,221,78,14,40,3,4,1,0,0,0,5,7,6,6,5,1
"1187","69mAdGoaaYkuXym1U-4DFA",85251,"""""""""""""""""ROK Social House""""""""""""""""","Scottsdale",33.50134,-111.921,4,12,0,2.6717,3.0171,82.264,17.2415,71.9463,38216,10.3622,63576,27.8518,3.5,3.73,1154,3,1,2,58,67,2,6,8,3,0,0,0,0,6,9,7,7,2,0
"1188","6aDfalYZOkWzwtVRA2wYaA",85008,"""""""""""""""""Z-Grill""""""""""""""""","Phoenix",33.46698,-111.9959,4.5,21,0,1.8581,9.8952,49.2499,62.2515,18.0736,62323,13.3402,38638,12.3757,3.66666666666667,3.77666666666667,1104,0,0,1,362,1,1,1,9,0,0,1,0,0,3,4,1,1,2,1
"1189","6AgvdkMHPvAGpxs7gdx38Q",85044,"""""""""""""""""Public House Garage""""""""""""""""","Phoenix",33.3309,-111.9785,3.5,101,0,5.8737,7.4165,75.0658,14.6657,66.2738,40639,8.6026,85331,28.3095,3.09090909090909,3.58818181818182,419.090909090909,8,2,4,2333,2046,965,1061,154,246,27,8,20,9,287,381,270,270,119,62
"1190","6ATqm_JXesXAdKKjeuQj7w",85018,"""""""""""""""""El Farol Peruvian Cuisine""""""""""""""""","Phoenix",33.48005,-111.962,3.5,3,0,2.5345,3.4371,79.8221,19.8288,68.9908,38666,6.7294,71919,28.8783,4,4.38,1181,0,0,0,32,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
"1191","6B-sZzuNYnVz5sk2c4EfHA",85013,"""""""""""""""""Stacy's Pampered Pig""""""""""""""""","Phoenix",33.48725,-112.0824,3.5,75,0,3.6428,8.4916,69.0537,25.7737,54.3978,20067,8.2723,54131,22.4087,3.875,3.5425,884.75,4,1,1,159,60,15,0,0,1,0,0,0,0,5,3,0,0,2,0
"1192","6Bog_w6ot35sBMoRPzt-lA",85297,"""""""""""""""""Gordo's Mexican Food""""""""""""""""","Gilbert",33.26269,-111.7168,2.5,92,0,6.647,4.1008,78.3219,16.3393,68.0155,31262,6.5607,99871,27.5003,2.8,4.144,858.8,5,0,2,152,20,11,3,5,0,0,0,0,0,2,2,0,0,1,0
"1193","6bS135pIVjRbmOu1omOoqg",85248,"""""""""""""""""MOD Pizza""""""""""""""""","Chandler",33.2482,-111.8407,4,46,1,7.2082,3.3995,81.8926,7.4997,77.0408,37388,4.0895,87599,29.1889,4,3.75666666666667,992.666666666667,1,0,0,120,27,4,1,3,0,0,0,0,0,1,0,0,0,0,1
"1194","6bXoyIgBNe9WuDSRZGWfag",85209,"""""""""""""""""The Gala Apple""""""""""""""""","Mesa",33.37802,-111.6863,4.5,7,1,3.4173,3.2074,82.4351,15.8368,73.4134,40968,6.6491,73281,19.4891,5,5,391,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195","6ByEVNwpXqh-e9lNQ_X47w",85251,"""""""""""""""""Grand Lux Cafe""""""""""""""""","Scottsdale",33.50251,-111.929,3.5,108,0,2.6717,3.0171,82.264,17.2415,71.9463,38216,10.3622,63576,27.8518,3.28571428571429,3.80642857142857,569.285714285714,18,14,13,3763,16368,8987,14904,300,1258,80,84,53,87,871,2644,1838,1838,712,90
"1196","6C_8Mh4lmLc_QEs3hHleBg",85281,"""""""""""""""""El Pollo Supremo""""""""""""""""","Tempe",33.42157,-111.9429,4,209,1,8.0623,6.266,64.565,25.9971,51.8617,64188,42.7354,38964,22.7954,4.17391304347826,3.74652173913043,932.652173913043,9,1,5,2645,1461,202,2454,166,222,32,9,6,0,114,375,503,503,175,342
"1197","6c4AW8WTpTA_xZYOrJx3Eg",85044,"""""""""""""""""KFC""""""""""""""""","Phoenix",33.3054,-112,1.5,43,1,5.8737,7.4165,75.0658,14.6657,66.2738,40639,8.6026,85331,28.3095,1.25,1.65,158,2,0,0,28,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"1198","6CBae7NZYyT654RCMUDOjw",85253,"""""""""""""""""Lincoln Restaurant and Bar 1936""""""""""""""""","Scottsdale",33.53365,-111.9649,3.5,17,1,4.937,1.3343,90.0512,4.6008,86.7635,18736,5.4761,140185,37.4617,5,3.64,3492,0,0,0,138,3,3,7,6,1,3,0,2,0,12,6,1,1,2,2
"1199","6cf70OiTGqhn5JtHV4Y0bQ",85308,"""""""""""""""""Stella 59""""""""""""""""","Glendale",33.65485,-112.1886,3.5,31,0,5.5721,2.8961,82.8933,12.1119,75.4883,72235,9.2047,89010,22.9104,2.66666666666667,3.33,1380.33333333333,2,0,1,89,30,1,2,3,0,0,0,0,1,3,2,1,1,1,0
"1200","6Cl15LapBVhw4ZfBIeVJJA",85234,"""""""""""""""""Rania's Kabob Grill""""""""""""""""","Gilbert",33.38128,-111.7242,4,324,0,5.0107,3.1823,80.8642,15.7473,71.6822,54803,8.9721,94278,25.6054,4.20833333333333,4.12541666666667,833,24,0,10,619,47,14,6,31,1,1,0,0,0,15,8,13,13,6,2
"1201","6CPdIWgbsyd0yX_QSInURw",85051,"""""""""""""""""The Place""""""""""""""""","Phoenix",33.58,-112.119,3.5,21,0,4.627,7.0732,59.2196,40.5432,40.2606,46358,10.4923,47863,11.1103,4.5,3.64,498.75,2,1,2,602,311,104,24,19,3,2,0,1,0,7,13,9,9,3,4
"1202","6cvJplW0lgHEOfBSx_4f8g",85295,"""""""""""""""""Dairy Queen - Santan""""""""""""""""","Gilbert",33.30684,-111.7526,3,10,1,8.8122,4.4284,76.5658,15.4419,66.7011,42566,7.9077,108479,29.3281,5,3,1,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1203","6CZGwCpnuLTqqR8SURdw5A",85201,"""""""""""""""""Taco Bell""""""""""""""""","Mesa",33.43063,-111.8743,3.5,11,1,2.3786,6.0781,61.9724,39.608,41.8175,50871,12.746,43045,14.8867,1,3.29,350,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1204","6D4L8YpkhAh_YwaLmhoMNg",85258,"""""""""""""""""Romano's Macaroni Grill""""""""""""""""","Scottsdale",33.57793,-111.9253,2.5,122,0,3.4656,1.3265,91.6467,4.557,88.3365,25104,4.1587,89237,31.622,2.42857142857143,3.61071428571429,946.571428571429,18,5,6,1511,610,299,600,104,137,11,13,3,0,87,332,273,273,59,67
"1205","6E9tAjAS_sWBvOj7UAnWDQ",85259,"""""""""""""""""Burger King""""""""""""""""","Scottsdale",33.5878,-111.8378,2.5,6,0,5.4505,1.6481,88.5889,5.3131,84.6531,25484,6.0391,126684,36.554,2,3.405,31,1,1,1,718,1947,466,1542,56,27,4,3,3,0,32,37,41,41,17,2
"1206","6eCbK0Fg9N_DbdluVQx-pA",85032,"""""""""""""""""Sushi Ave""""""""""""""""","Phoenix",33.63995,-112.0192,4,153,0,3.4399,3.1957,76.1142,26.604,61.6534,72880,9.2508,63344,19.8277,3.75,4.18166666666667,252.333333333333,13,4,7,395,338,147,176,33,38,12,2,5,0,39,36,35,35,29,5
